date	html	pdf	abstract	epdf
2012-12-01	6	10	7	0
2013-01-01	29	9	7	0
2013-02-01	22	22	5	0
2013-03-01	20	15	6	0
2013-04-01	29	8	4	0
2013-05-01	34	3	2	0
2013-06-01	11	6	0	0
2013-07-01	26	5	2	0
2013-08-01	13	5	1	0
2013-09-01	30	9	1	0
2013-10-01	15	8	2	0
2013-11-01	31	9	3	0
2013-12-01	19	5	1	0
2014-01-01	16	4	2	0
2014-02-01	18	5	0	0
2014-03-01	22	7	0	0
2014-04-01	21	9	3	0
2014-05-01	26	27	1	0
2014-06-01	17	7	1	0
2014-07-01	48	12	18	0
2014-08-01	28	10	1	0
2014-09-01	20	8	2	0
2014-10-01	29	13	1	0
2014-11-01	18	5	0	0
2014-12-01	24	8	4	0
2015-01-01	33	9	5	0
2015-02-01	12	8	2	0
2015-03-01	16	4	2	0
2015-04-01	16	4	6	0
2015-05-01	30	10	7	0
2015-06-01	23	19	2	1
2015-07-01	20	10	0	0
2015-08-01	14	13	0	0
2015-09-01	12	10	0	0
2015-10-01	22	9	2	0
2015-11-01	11	9	1	0
2015-12-01	20	11	0	0
2016-01-01	10	10	1	0
2016-02-01	9	10	4	0
2016-03-01	11	9	1	0
2016-04-01	24	9	1	0
