date	html	pdf	abstract	epdf
2012-01-01	7	6	2	0
2012-02-01	10	4	0	0
2012-03-01	13	10	0	0
2012-04-01	20	7	1	0
2012-05-01	25	9	2	0
2012-06-01	13	15	4	0
2012-07-01	3	11	0	0
2012-08-01	22	15	0	0
2012-09-01	15	19	1	0
2012-10-01	12	24	7	0
2012-11-01	12	17	1	0
2012-12-01	14	15	4	0
2013-01-01	16	21	4	0
2013-02-01	15	35	2	0
2013-03-01	55	20	4	0
2013-04-01	59	34	10	0
2013-05-01	45	17	1	0
2013-06-01	13	11	3	0
2013-07-01	21	15	2	0
2013-08-01	16	8	3	0
2013-09-01	15	14	1	0
2013-10-01	22	14	0	0
2013-11-01	21	12	2	0
2013-12-01	6	9	1	0
2014-01-01	34	6	2	0
2014-02-01	35	16	1	0
2014-03-01	41	38	3	0
2014-04-01	33	18	1	0
2014-05-01	36	20	5	0
2014-06-01	24	29	2	0
2014-07-01	53	31	12	0
2014-08-01	37	22	6	0
2014-09-01	60	27	1	0
2014-10-01	45	23	2	0
2014-11-01	79	20	5	0
2014-12-01	34	18	6	0
2015-01-01	41	12	2	0
2015-02-01	45	11	2	0
2015-03-01	74	25	2	0
2015-04-01	1	40	0	0
2015-05-01	0	23	0	0
2015-06-01	40	18	2	11
2015-07-01	45	20	0	0
2015-08-01	87	10	0	0
2015-09-01	42	26	1	0
2015-10-01	58	14	2	0
2015-11-01	55	39	1	0
2015-12-01	47	21	2	0
2016-01-01	59	27	3	0
2016-02-01	91	16	0	0
2016-03-01	65	15	0	0
2016-04-01	41	12	0	0
