date	html	pdf	abstract	epdf
2013-08-01	16	6	5	0
2013-09-01	18	12	2	0
2013-10-01	22	2	8	0
2013-11-01	35	18	2	0
2013-12-01	18	9	0	0
2014-01-01	19	0	2	0
2014-02-01	17	9	1	0
2014-03-01	29	19	5	0
2014-04-01	12	9	3	0
2014-05-01	13	4	3	0
2014-06-01	10	15	1	0
2014-07-01	33	8	14	0
2014-08-01	12	8	2	0
2014-09-01	14	13	2	0
2014-10-01	14	8	4	0
2014-11-01	21	14	4	0
2014-12-01	15	3	3	0
2015-01-01	25	2	3	0
2015-02-01	14	6	5	0
2015-03-01	17	4	4	0
2015-04-01	9	3	4	0
2015-05-01	16	6	8	0
2015-06-01	20	12	3	0
2015-07-01	14	12	3	0
2015-08-01	21	7	2	0
2015-09-01	14	2	1	0
2015-10-01	23	4	4	0
2015-11-01	16	5	3	0
2015-12-01	17	1	2	0
2016-01-01	12	7	4	0
2016-02-01	16	3	2	1
2016-03-01	26	7	2	0
2016-04-01	17	11	3	0
