date	html	pdf	abstract	epdf
2012-05-01	0	1	0	0
2012-06-01	32	10	14	0
2012-07-01	17	9	6	0
2012-08-01	16	2	6	0
2012-09-01	19	3	10	0
2012-10-01	15	1	7	0
2012-11-01	24	3	7	0
2012-12-01	16	5	6	0
2013-01-01	19	5	8	0
2013-02-01	10	5	6	0
2013-03-01	17	2	10	0
2013-04-01	19	2	6	0
2013-05-01	31	12	2	0
2013-06-01	14	7	6	0
2013-07-01	13	5	2	0
2013-08-01	4	1	3	0
2013-09-01	25	3	0	0
2013-10-01	11	3	1	0
2013-11-01	31	14	2	0
2013-12-01	17	50	2	0
2014-01-01	26	11	3	0
2014-02-01	24	8	1	0
2014-03-01	48	25	5	0
2014-04-01	23	7	3	0
2014-05-01	31	14	1	0
2014-06-01	29	10	3	0
2014-07-01	44	18	14	0
2014-08-01	43	16	5	0
2014-09-01	20	5	2	0
2014-10-01	16	7	3	0
2014-11-01	24	18	2	0
2014-12-01	23	10	7	0
2015-01-01	34	10	5	0
2015-02-01	20	15	3	0
2015-03-01	33	12	3	0
2015-04-01	36	3	2	0
2015-05-01	13	9	3	0
2015-06-01	6	3	1	1
2015-07-01	17	3	2	0
2015-08-01	29	4	1	0
2015-09-01	19	3	2	1
2015-10-01	27	1	2	0
2015-11-01	26	7	2	0
2015-12-01	28	3	1	0
2016-01-01	21	4	4	0
2016-02-01	22	7	5	0
2016-03-01	42	7	5	0
2016-04-01	23	8	3	0
