date	html	pdf	abstract	epdf
2014-02-01	16	10	1	0
2014-03-01	43	20	1	0
2014-04-01	31	12	6	0
2014-05-01	29	7	2	0
2014-06-01	35	54	2	0
2014-07-01	61	250	18	0
2014-08-01	24	191	1	0
2014-09-01	33	186	1	0
2014-10-01	36	99	1	0
2014-11-01	36	13	3	0
2014-12-01	33	9	0	0
2015-01-01	33	4	6	0
2015-02-01	28	8	2	0
2015-03-01	43	7	2	0
2015-04-01	19	11	2	0
2015-05-01	50	13	5	0
2015-06-01	43	8	3	2
2015-07-01	38	7	0	0
2015-08-01	29	10	0	0
2015-09-01	29	6	0	0
2015-10-01	54	9	2	0
2015-11-01	47	15	2	0
2015-12-01	49	12	3	0
2016-01-01	35	13	4	0
2016-02-01	22	3	0	0
2016-03-01	57	8	0	0
2016-04-01	38	12	2	0
