date	html	pdf	abstract	epdf
2011-12-01	2	0	0	0
2012-01-01	21	2	1	0
2012-02-01	31	8	1	0
2012-03-01	21	2	1	0
2012-04-01	16	19	1	0
2012-05-01	34	16	1	0
2012-06-01	32	16	2	0
2012-07-01	17	9	0	0
2012-08-01	20	2	0	0
2012-09-01	26	10	0	0
2012-10-01	38	11	1	0
2012-11-01	31	25	4	0
2012-12-01	15	9	2	0
2013-01-01	17	9	1	0
2013-02-01	28	16	2	0
2013-03-01	25	15	2	0
2013-04-01	40	19	1	0
2013-05-01	33	16	0	0
2013-06-01	13	12	2	0
2013-07-01	12	6	1	0
2013-08-01	16	7	2	0
2013-09-01	15	16	0	0
2013-10-01	31	12	0	0
2013-11-01	22	28	1	0
2013-12-01	10	1	4	0
2014-01-01	9	4	2	0
2014-02-01	16	17	0	0
2014-03-01	16	17	2	0
2014-04-01	13	10	1	0
2014-05-01	17	18	1	0
2014-06-01	11	6	0	0
2014-07-01	39	8	10	0
2014-08-01	35	11	3	0
2014-09-01	25	9	2	0
2014-10-01	27	18	1	0
2014-11-01	17	16	0	0
2014-12-01	20	11	5	0
2015-01-01	23	4	0	0
2015-02-01	19	11	2	0
2015-03-01	43	14	2	0
2015-04-01	29	12	2	0
2015-05-01	40	11	6	0
2015-06-01	31	16	1	1
2015-07-01	15	4	0	0
2015-08-01	19	13	0	0
2015-09-01	12	16	0	0
2015-10-01	17	11	1	0
2015-11-01	17	10	3	0
2015-12-01	27	10	0	0
2016-01-01	17	11	3	0
2016-02-01	17	5	1	0
2016-03-01	22	5	0	0
2016-04-01	27	10	0	0
