date	html	pdf	abstract	epdf
2013-07-01	17	6	2	0
2013-08-01	47	20	5	0
2013-09-01	74	25	6	0
2013-10-01	75	9	3	0
2013-11-01	88	34	5	0
2013-12-01	48	14	3	0
2014-01-01	53	9	5	0
2014-02-01	53	18	0	0
2014-03-01	59	31	0	0
2014-04-01	69	34	2	0
2014-05-01	64	69	6	0
2014-06-01	44	46	7	0
2014-07-01	45	33	10	0
2014-08-01	55	57	5	0
2014-09-01	48	44	1	0
2014-10-01	55	77	3	0
2014-11-01	72	35	5	0
2014-12-01	46	26	4	0
2015-01-01	54	19	3	0
2015-02-01	54	34	2	0
2015-03-01	71	31	3	0
2015-04-01	61	34	2	0
2015-05-01	66	48	8	0
2015-06-01	90	59	4	6
2015-07-01	54	38	3	0
2015-08-01	59	44	0	0
2015-09-01	39	51	0	0
2015-10-01	46	43	7	0
2015-11-01	67	62	14	0
2015-12-01	37	34	2	0
2016-01-01	45	41	7	0
2016-02-01	65	14	5	0
2016-03-01	61	18	7	0
2016-04-01	29	11	0	0
