date	html	pdf	abstract	epdf
2012-08-01	7	4	5	0
2012-09-01	32	9	2	0
2012-10-01	46	19	0	0
2012-11-01	20	3	1	0
2012-12-01	25	3	1	0
2013-01-01	36	16	1	0
2013-02-01	19	11	2	0
2013-03-01	16	13	0	0
2013-04-01	23	13	1	0
2013-05-01	41	11	1	0
2013-06-01	19	11	2	0
2013-07-01	20	7	1	0
2013-08-01	19	4	1	0
2013-09-01	13	4	0	0
2013-10-01	23	14	0	0
2013-11-01	44	7	1	0
2013-12-01	35	12	0	0
2014-01-01	42	13	4	0
2014-02-01	34	7	0	0
2014-03-01	61	9	1	0
2014-04-01	62	11	2	0
2014-05-01	53	10	2	0
2014-06-01	39	7	2	0
2014-07-01	68	5	4	0
2014-08-01	46	6	1	0
2014-09-01	38	3	1	0
2014-10-01	51	6	2	0
2014-11-01	65	13	0	0
2014-12-01	65	4	1	0
2015-01-01	59	6	4	0
2015-02-01	49	8	3	0
2015-03-01	51	15	2	0
2015-04-01	47	6	6	0
2015-05-01	70	14	5	0
2015-06-01	42	7	2	3
2015-07-01	32	0	1	0
2015-08-01	29	2	0	0
2015-09-01	20	3	1	0
2015-10-01	53	8	4	1
2015-11-01	54	7	1	0
2015-12-01	47	3	1	0
2016-01-01	41	6	2	0
2016-02-01	59	8	0	0
2016-03-01	43	11	4	1
2016-04-01	60	9	0	0
