date	html	pdf	abstract	epdf
2011-12-01	0	0	1	0
2012-01-01	107	6	1	0
2012-02-01	125	1	3	0
2012-03-01	264	28	1	0
2012-04-01	298	41	0	0
2012-05-01	299	26	0	0
2012-06-01	251	35	0	0
2012-07-01	84	11	1	0
2012-08-01	195	12	1	0
2012-09-01	194	26	1	0
2012-10-01	204	20	2	0
2012-11-01	178	37	0	0
2012-12-01	96	17	2	0
2013-01-01	79	18	0	0
2013-02-01	74	27	1	0
2013-03-01	119	15	1	0
2013-04-01	89	34	2	0
2013-05-01	91	15	1	0
2013-06-01	68	20	2	0
2013-07-01	55	17	0	0
2013-08-01	58	17	2	0
2013-09-01	64	14	0	0
2013-10-01	82	12	2	0
2013-11-01	133	10	5	0
2013-12-01	59	21	1	0
2014-01-01	30	10	3	0
2014-02-01	45	7	1	0
2014-03-01	77	10	2	0
2014-04-01	57	9	1	0
2014-05-01	61	23	3	0
2014-06-01	53	19	2	0
2014-07-01	48	12	14	0
2014-08-01	47	19	4	0
2014-09-01	68	16	4	0
2014-10-01	58	31	3	0
2014-11-01	82	39	3	0
2014-12-01	55	27	5	0
2015-01-01	34	16	5	0
2015-02-01	29	25	5	0
2015-03-01	53	18	5	0
2015-04-01	70	39	9	0
2015-05-01	80	24	9	1
2015-06-01	76	26	4	1
2015-07-01	39	9	3	0
2015-08-01	37	10	2	0
2015-09-01	30	19	4	0
2015-10-01	38	34	3	0
2015-11-01	51	22	3	0
2015-12-01	35	13	2	0
2016-01-01	23	19	5	0
2016-02-01	21	9	3	0
2016-03-01	29	3	2	0
2016-04-01	70	12	2	0
