date	html	pdf	abstract	epdf
2014-05-01	63	13	4	0
2014-06-01	46	45	6	0
2014-07-01	53	20	23	0
2014-08-01	32	23	3	0
2014-09-01	20	17	2	0
2014-10-01	39	25	3	0
2014-11-01	41	32	1	0
2014-12-01	20	10	1	0
2015-01-01	34	12	3	0
2015-02-01	26	21	3	0
2015-03-01	26	12	6	0
2015-04-01	34	8	9	0
2015-05-01	42	27	7	0
2015-06-01	64	22	1	3
2015-07-01	31	22	1	0
2015-08-01	37	17	0	0
2015-09-01	38	37	2	0
2015-10-01	39	20	1	0
2015-11-01	61	30	4	0
2015-12-01	55	25	4	0
2016-01-01	59	19	1	0
2016-02-01	43	10	0	0
2016-03-01	46	15	2	0
2016-04-01	75	23	0	0
