date	html	pdf	abstract	epdf
2013-04-01	30	4	6	0
2013-05-01	98	24	5	0
2013-06-01	34	12	5	0
2013-07-01	26	11	2	0
2013-08-01	36	10	3	0
2013-09-01	39	12	2	0
2013-10-01	27	11	4	0
2013-11-01	43	27	2	0
2013-12-01	34	18	2	0
2014-01-01	19	4	2	0
2014-02-01	24	18	0	0
2014-03-01	20	9	0	0
2014-04-01	32	10	1	0
2014-05-01	22	5	1	0
2014-06-01	10	2	3	0
2014-07-01	64	7	16	0
2014-08-01	54	16	5	0
2014-09-01	57	5	1	0
2014-10-01	64	11	3	0
2014-11-01	54	5	1	0
2014-12-01	31	4	3	0
2015-01-01	31	6	2	0
2015-02-01	28	7	2	0
2015-03-01	32	5	2	0
2015-04-01	30	0	1	0
2015-05-01	41	11	5	1
2015-06-01	54	6	2	2
2015-07-01	36	7	0	0
2015-08-01	31	6	0	0
2015-09-01	43	13	0	0
2015-10-01	44	9	2	0
2015-11-01	32	5	2	0
2015-12-01	17	3	0	0
2016-01-01	32	6	1	0
2016-02-01	43	17	1	0
2016-03-01	38	12	1	0
2016-04-01	24	9	0	0
