date	html	pdf	abstract	epdf
2012-07-01	59	21	17	0
2012-08-01	116	23	6	0
2012-09-01	164	47	10	0
2012-10-01	210	36	3	0
2012-11-01	215	29	8	0
2012-12-01	114	13	5	0
2013-01-01	159	46	9	0
2013-02-01	152	45	5	0
2013-03-01	225	57	12	0
2013-04-01	289	45	13	0
2013-05-01	190	36	4	0
2013-06-01	182	27	9	0
2013-07-01	101	20	4	0
2013-08-01	162	32	7	0
2013-09-01	110	22	3	0
2013-10-01	274	39	1	0
2013-11-01	258	52	5	0
2013-12-01	112	21	3	0
2014-01-01	97	17	8	0
2014-02-01	134	15	3	0
2014-03-01	201	33	1	0
2014-04-01	173	23	3	0
2014-05-01	202	21	4	0
2014-06-01	138	21	0	0
2014-07-01	150	11	9	0
2014-08-01	122	18	1	0
2014-09-01	193	13	1	0
2014-10-01	202	29	1	0
2014-11-01	237	29	0	0
2014-12-01	171	14	5	0
2015-01-01	78	10	3	0
2015-02-01	93	20	2	0
2015-03-01	183	32	2	0
2015-04-01	203	26	13	0
2015-05-01	272	27	7	0
2015-06-01	208	29	2	9
2015-07-01	131	24	0	0
2015-08-01	134	25	1	0
2015-09-01	176	39	2	0
2015-10-01	199	40	2	0
2015-11-01	201	40	2	0
2015-12-01	80	10	2	0
2016-01-01	85	17	3	0
2016-02-01	83	24	1	0
2016-03-01	125	16	0	0
2016-04-01	160	17	1	0
