date	html	pdf	abstract	epdf
2011-12-01	0	2	0	0
2012-01-01	35	11	1	0
2012-02-01	26	10	1	0
2012-03-01	26	15	1	0
2012-04-01	32	16	1	0
2012-05-01	26	12	1	0
2012-06-01	41	14	0	0
2012-07-01	21	12	2	0
2012-08-01	17	7	1	0
2012-09-01	26	18	1	0
2012-10-01	40	37	3	0
2012-11-01	32	28	1	0
2012-12-01	27	7	2	0
2013-01-01	20	17	3	0
2013-02-01	33	15	2	0
2013-03-01	38	13	2	0
2013-04-01	60	18	5	0
2013-05-01	50	22	3	0
2013-06-01	30	17	2	0
2013-07-01	27	17	2	0
2013-08-01	17	13	2	0
2013-09-01	28	13	3	0
2013-10-01	26	20	1	0
2013-11-01	10	21	3	0
2013-12-01	14	10	2	0
2014-01-01	15	16	2	0
2014-02-01	14	17	4	0
2014-03-01	23	21	5	0
2014-04-01	18	21	2	0
2014-05-01	20	28	5	0
2014-06-01	18	28	4	0
2014-07-01	31	24	14	0
2014-08-01	24	24	9	0
2014-09-01	20	27	2	0
2014-10-01	38	39	4	0
2014-11-01	15	15	6	0
2014-12-01	16	14	1	0
2015-01-01	27	6	7	0
2015-02-01	15	3	6	0
2015-03-01	22	9	3	0
2015-04-01	16	14	7	0
2015-05-01	30	26	8	0
2015-06-01	41	30	2	0
2015-07-01	34	18	2	0
2015-08-01	25	14	0	0
2015-09-01	25	16	1	0
2015-10-01	29	16	1	0
2015-11-01	40	24	2	0
2015-12-01	31	15	1	0
2016-01-01	17	10	3	0
2016-02-01	21	8	2	0
2016-03-01	26	15	3	0
2016-04-01	23	10	0	0
