date	html	pdf	abstract	epdf
2014-06-01	39	24	5	0
2014-07-01	52	26	18	0
2014-08-01	39	26	5	0
2014-09-01	24	14	3	0
2014-10-01	16	4	2	0
2014-11-01	28	12	1	0
2014-12-01	23	9	0	0
2015-01-01	55	12	3	0
2015-02-01	27	12	2	0
2015-03-01	34	6	2	0
2015-04-01	42	11	2	0
2015-05-01	35	13	8	0
2015-06-01	59	21	9	2
2015-07-01	49	9	1	0
2015-08-01	58	26	1	0
2015-09-01	35	26	1	0
2015-10-01	68	28	2	0
2015-11-01	57	14	2	0
2015-12-01	44	11	4	0
2016-01-01	34	18	3	0
2016-02-01	29	16	3	0
2016-03-01	44	23	0	0
2016-04-01	43	16	0	1
