date	html	pdf	abstract	epdf
2011-12-01	0	1	0	0
2012-01-01	9	1	4	0
2012-02-01	8	3	1	0
2012-03-01	10	9	2	0
2012-04-01	23	11	1	0
2012-05-01	15	22	3	0
2012-06-01	9	16	1	0
2012-07-01	10	21	0	0
2012-08-01	25	19	2	0
2012-09-01	18	13	3	0
2012-10-01	26	16	1	0
2012-11-01	13	13	2	0
2012-12-01	10	12	2	0
2013-01-01	7	8	2	0
2013-02-01	30	17	2	0
2013-03-01	36	16	3	0
2013-04-01	57	26	3	0
2013-05-01	43	16	3	0
2013-06-01	17	14	1	0
2013-07-01	15	17	5	0
2013-08-01	18	15	5	0
2013-09-01	23	19	2	0
2013-10-01	28	12	0	0
2013-11-01	29	11	2	0
2013-12-01	16	6	1	0
2014-01-01	18	21	3	0
2014-02-01	21	10	1	0
2014-03-01	25	12	1	0
2014-04-01	22	27	1	0
2014-05-01	20	20	8	0
2014-06-01	17	18	6	0
2014-07-01	44	7	12	0
2014-08-01	15	16	3	0
2014-09-01	20	10	2	0
2014-10-01	21	29	1	0
2014-11-01	25	14	2	0
2014-12-01	25	11	1	0
2015-01-01	34	17	0	0
2015-02-01	14	7	2	0
2015-03-01	19	3	2	0
2015-04-01	45	2	1	0
2015-05-01	51	28	6	0
2015-06-01	47	21	1	1
2015-07-01	77	8	0	0
2015-08-01	31	11	0	0
2015-09-01	19	24	0	0
2015-10-01	18	18	2	0
2015-11-01	21	18	1	0
2015-12-01	24	11	0	0
2016-01-01	14	9	3	0
2016-02-01	10	13	0	0
2016-03-01	12	12	0	0
2016-04-01	19	12	0	0
