date	html	pdf	abstract	epdf
2013-02-01	11	19	1	0
2013-03-01	13	26	8	0
2013-04-01	19	17	11	0
2013-05-01	31	13	3	0
2013-06-01	17	10	3	0
2013-07-01	8	5	1	0
2013-08-01	13	5	2	0
2013-09-01	15	1	0	0
2013-10-01	25	10	3	0
2013-11-01	31	7	2	0
2013-12-01	38	12	0	0
2014-01-01	24	6	2	0
2014-02-01	27	7	0	0
2014-03-01	39	25	1	0
2014-04-01	27	3	4	0
2014-05-01	26	6	5	0
2014-06-01	17	1	1	0
2014-07-01	47	6	10	0
2014-08-01	19	7	3	0
2014-09-01	38	6	1	0
2014-10-01	52	9	1	0
2014-11-01	38	10	2	0
2014-12-01	33	5	2	0
2015-01-01	44	3	4	0
2015-02-01	23	4	4	0
2015-03-01	37	4	4	0
2015-04-01	37	8	5	0
2015-05-01	61	15	6	0
2015-06-01	50	10	2	0
2015-07-01	39	5	0	0
2015-08-01	26	13	3	0
2015-09-01	38	35	1	0
2015-10-01	27	19	1	0
2015-11-01	41	14	2	0
2015-12-01	31	7	1	0
2016-01-01	31	7	3	0
2016-02-01	29	6	9	0
2016-03-01	27	8	0	0
2016-04-01	33	11	2	0
