date	html	pdf	abstract	epdf
2013-07-01	19	6	3	0
2013-08-01	59	32	6	0
2013-09-01	36	13	7	0
2013-10-01	25	14	4	0
2013-11-01	47	25	7	0
2013-12-01	36	24	3	0
2014-01-01	44	40	3	0
2014-02-01	33	24	1	0
2014-03-01	41	21	1	0
2014-04-01	27	9	1	0
2014-05-01	21	15	3	0
2014-06-01	39	23	0	0
2014-07-01	46	23	13	0
2014-08-01	38	26	4	0
2014-09-01	36	21	2	0
2014-10-01	40	19	3	0
2014-11-01	20	21	2	0
2014-12-01	31	12	1	0
2015-01-01	55	14	7	0
2015-02-01	35	6	3	0
2015-03-01	41	20	4	0
2015-04-01	28	20	1	0
2015-05-01	33	20	4	2
2015-06-01	26	24	3	4
2015-07-01	33	16	1	0
2015-08-01	20	11	0	0
2015-09-01	31	18	1	0
2015-10-01	39	26	4	0
2015-11-01	38	24	4	0
2015-12-01	39	7	1	2
2016-01-01	31	26	6	0
2016-02-01	32	22	6	0
2016-03-01	26	15	0	0
2016-04-01	27	14	1	0
