date	html	pdf	abstract	epdf
2012-07-01	19	5	10	0
2012-08-01	19	6	3	0
2012-09-01	16	7	4	0
2012-10-01	11	5	1	0
2012-11-01	24	4	3	0
2012-12-01	16	1	5	0
2013-01-01	28	11	3	0
2013-02-01	23	47	1	0
2013-03-01	24	48	8	0
2013-04-01	29	5	5	0
2013-05-01	23	8	5	0
2013-06-01	14	5	3	0
2013-07-01	9	1	4	0
2013-08-01	35	3	8	0
2013-09-01	23	2	1	0
2013-10-01	39	4	1	0
2013-11-01	46	18	1	0
2013-12-01	33	14	1	0
2014-01-01	28	11	4	0
2014-02-01	36	13	1	0
2014-03-01	70	7	1	0
2014-04-01	44	4	2	0
2014-05-01	50	8	2	0
2014-06-01	31	8	0	0
2014-07-01	71	31	8	0
2014-08-01	28	14	1	0
2014-09-01	38	21	1	0
2014-10-01	41	12	1	0
2014-11-01	48	14	0	0
2014-12-01	44	10	1	0
2015-01-01	44	11	2	0
2015-02-01	41	12	2	0
2015-03-01	41	7	2	0
2015-04-01	64	20	1	0
2015-05-01	9	4	3	0
2015-06-01	15	9	1	0
2015-07-01	45	14	1	0
2015-08-01	54	14	0	0
2015-09-01	31	18	0	0
2015-10-01	49	16	2	0
2015-11-01	48	9	3	0
2015-12-01	56	17	1	0
2016-01-01	49	15	2	0
2016-02-01	43	15	1	0
2016-03-01	40	14	1	0
2016-04-01	44	17	2	0
