date	html	pdf	abstract	epdf
2013-10-01	30	10	8	0
2013-11-01	30	14	4	0
2013-12-01	18	23	1	0
2014-01-01	16	12	3	0
2014-02-01	23	10	1	0
2014-03-01	36	13	3	0
2014-04-01	30	4	5	0
2014-05-01	27	19	2	0
2014-06-01	25	21	3	0
2014-07-01	38	15	23	0
2014-08-01	38	12	3	0
2014-09-01	44	12	2	0
2014-10-01	22	13	3	0
2014-11-01	30	28	2	0
2014-12-01	46	27	2	0
2015-01-01	69	18	5	0
2015-02-01	66	18	5	0
2015-03-01	43	17	5	0
2015-04-01	44	1636	4	0
2015-05-01	60	2379	8	0
2015-06-01	34	2834	3	2
2015-07-01	34	2916	3	0
2015-08-01	28	2447	2	0
2015-09-01	42	2244	1	0
2015-10-01	34	2571	4	0
2015-11-01	70	1848	7	0
2015-12-01	44	12	2	0
2016-01-01	41	13	5	0
2016-02-01	38	30	3	0
2016-03-01	44	21	2	0
2016-04-01	57	21	4	1
