date	html	pdf	abstract	epdf
2013-03-01	13	7	3	0
2013-04-01	29	17	21	0
2013-05-01	26	11	6	0
2013-06-01	15	21	6	0
2013-07-01	15	11	3	0
2013-08-01	10	9	4	0
2013-09-01	21	11	1	0
2013-10-01	11	17	4	0
2013-11-01	17	18	4	0
2013-12-01	13	15	2	0
2014-01-01	6	9	2	0
2014-02-01	12	9	0	0
2014-03-01	10	21	0	0
2014-04-01	9	8	1	0
2014-05-01	13	11	1	0
2014-06-01	23	7	0	0
2014-07-01	20	9	9	0
2014-08-01	28	7	1	0
2014-09-01	15	25	1	0
2014-10-01	14	5	2	0
2014-11-01	12	12	2	0
2014-12-01	51	4	5	0
2015-01-01	36	6	3	0
2015-02-01	16	4	2	0
2015-03-01	14	8	3	0
2015-04-01	13	7	1	0
2015-05-01	14	10	7	0
2015-06-01	12	6	1	0
2015-07-01	15	0	0	0
2015-08-01	15	7	0	0
2015-09-01	9	8	0	0
2015-10-01	19	2	3	0
2015-11-01	19	4	2	0
2015-12-01	22	1	1	1
2016-01-01	23	12	1	0
2016-02-01	9	5	2	0
2016-03-01	19	6	1	0
2016-04-01	24	11	1	1
