date	html	pdf	abstract	epdf
2012-01-01	9	0	4	0
2012-02-01	11	1	0	0
2012-03-01	33	0	1	0
2012-04-01	16	11	1	0
2012-05-01	37	11	3	0
2012-06-01	19	0	0	0
2012-07-01	15	2	1	0
2012-08-01	15	1	0	0
2012-09-01	23	2	0	0
2012-10-01	16	0	0	0
2012-11-01	11	3	1	0
2012-12-01	7	0	2	0
2013-01-01	10	0	2	0
2013-02-01	6	1	2	0
2013-03-01	12	1	2	0
2013-04-01	20	1	4	0
2013-05-01	30	0	0	0
2013-06-01	9	3	3	0
2013-07-01	10	0	1	0
2013-08-01	13	6	4	0
2013-09-01	14	2	2	0
2013-10-01	12	1	0	0
2013-11-01	7	1	2	0
2013-12-01	13	1	0	0
2014-01-01	10	3	2	0
2014-02-01	9	1	0	0
2014-03-01	19	2	3	0
2014-04-01	12	3	3	0
2014-05-01	10	4	10	0
2014-06-01	8	0	1	0
2014-07-01	26	5	12	0
2014-08-01	14	1	3	0
2014-09-01	28	1	4	0
2014-10-01	12	6	2	0
2014-11-01	15	1	2	0
2014-12-01	17	0	3	0
2015-01-01	22	2	1	0
2015-02-01	2	1	4	0
2015-03-01	6	0	0	0
2015-04-01	11	1	0	0
2015-05-01	9	3	12	0
2015-06-01	13	3	2	1
2015-07-01	14	4	4	0
2015-08-01	6	3	2	0
2015-09-01	10	2	1	0
2015-10-01	14	2	3	0
2015-11-01	11	3	2	0
2015-12-01	16	2	2	0
2016-01-01	13	5	4	0
2016-02-01	11	2	4	0
2016-03-01	10	4	1	0
2016-04-01	22	5	3	0
