date	html	pdf	abstract	epdf
2013-12-01	27	7	1	0
2014-01-01	20	10	7	0
2014-02-01	23	4	6	0
2014-03-01	18	6	2	0
2014-04-01	16	3	2	0
2014-05-01	17	3	1	0
2014-06-01	4	4	0	0
2014-07-01	27	8	9	0
2014-08-01	22	7	4	0
2014-09-01	14	3	1	0
2014-10-01	11	5	1	0
2014-11-01	3	1	1	0
2014-12-01	11	3	2	0
2015-01-01	26	2	2	0
2015-02-01	32	8	3	0
2015-03-01	54	6	2	0
2015-04-01	12	4	5	0
2015-05-01	27	4	6	0
2015-06-01	11	4	2	1
2015-07-01	18	5	0	0
2015-08-01	7	5	0	0
2015-09-01	6	4	1	0
2015-10-01	15	3	3	0
2015-11-01	27	7	6	0
2015-12-01	21	3	0	0
2016-01-01	12	5	3	0
2016-02-01	12	1	0	0
2016-03-01	23	3	0	0
2016-04-01	22	6	2	0
