date	html	pdf	abstract	epdf
2012-07-01	17	19	5	0
2012-08-01	31	14	2	0
2012-09-01	19	7	2	0
2012-10-01	16	2	1	0
2012-11-01	15	15	3	0
2012-12-01	9	7	3	0
2013-01-01	11	4	3	0
2013-02-01	15	3	0	0
2013-03-01	23	9	3	0
2013-04-01	32	5	10	0
2013-05-01	29	4	2	0
2013-06-01	28	3	3	0
2013-07-01	8	3	2	0
2013-08-01	11	7	3	0
2013-09-01	16	1	1	0
2013-10-01	16	3	2	0
2013-11-01	24	0	2	0
2013-12-01	12	5	2	0
2014-01-01	8	7	3	0
2014-02-01	9	6	0	0
2014-03-01	25	6	2	0
2014-04-01	13	4	3	0
2014-05-01	10	6	2	0
2014-06-01	16	7	1	0
2014-07-01	24	4	18	0
2014-08-01	8	5	2	0
2014-09-01	12	6	1	0
2014-10-01	8	5	1	0
2014-11-01	12	6	1	0
2014-12-01	13	4	7	0
2015-01-01	21	3	3	0
2015-02-01	7	0	3	0
2015-03-01	14	5	2	0
2015-04-01	12	1	5	0
2015-05-01	10	3	6	1
2015-06-01	21	6	1	1
2015-07-01	18	3	2	0
2015-08-01	7	1	2	0
2015-09-01	14	6	1	0
2015-10-01	27	8	3	0
2015-11-01	20	13	1	0
2015-12-01	17	4	2	0
2016-01-01	16	5	2	0
2016-02-01	13	4	0	0
2016-03-01	18	6	0	0
2016-04-01	20	7	0	0
