date	html	pdf	abstract	epdf
2014-02-01	21	18	1	0
2014-03-01	44	46	13	0
2014-04-01	42	38	12	0
2014-05-01	26	21	5	0
2014-06-01	25	17	2	0
2014-07-01	35	8	11	0
2014-08-01	15	21	4	0
2014-09-01	15	14	4	0
2014-10-01	27	8	3	0
2014-11-01	30	5	4	0
2014-12-01	14	8	2	0
2015-01-01	35	6	5	0
2015-02-01	39	5	4	0
2015-03-01	18	8	3	0
2015-04-01	20	13	5	0
2015-05-01	16	10	5	0
2015-06-01	25	16	3	1
2015-07-01	16	9	0	0
2015-08-01	19	6	0	0
2015-09-01	20	10	1	0
2015-10-01	29	8	2	0
2015-11-01	17	5	2	0
2015-12-01	30	3	3	0
2016-01-01	27	10	3	0
2016-02-01	17	6	0	0
2016-03-01	33	7	1	0
2016-04-01	28	12	0	0
