date	html	pdf	abstract	epdf
2011-12-01	0	0	1	0
2012-01-01	71	97	5	0
2012-02-01	64	118	0	0
2012-03-01	95	258	4	0
2012-04-01	115	214	1	0
2012-05-01	138	302	3	0
2012-06-01	95	251	4	0
2012-07-01	77	140	5	0
2012-08-01	95	144	5	0
2012-09-01	129	86	6	0
2012-10-01	181	170	7	0
2012-11-01	169	166	6	0
2012-12-01	82	75	5	0
2013-01-01	103	132	3	0
2013-02-01	192	160	2	0
2013-03-01	309	195	6	0
2013-04-01	269	189	8	0
2013-05-01	333	162	4	0
2013-06-01	234	137	6	0
2013-07-01	155	118	4	0
2013-08-01	125	137	3	0
2013-09-01	110	148	2	0
2013-10-01	165	122	3	0
2013-11-01	236	240	3	0
2013-12-01	132	98	3	0
2014-01-01	106	133	4	0
2014-02-01	119	215	3	0
2014-03-01	127	170	3	0
2014-04-01	137	210	2	0
2014-05-01	183	343	3	0
2014-06-01	174	293	2	0
2014-07-01	157	205	12	0
2014-08-01	151	155	9	0
2014-09-01	204	210	6	0
2014-10-01	231	229	2	0
2014-11-01	252	281	4	0
2014-12-01	196	188	5	0
2015-01-01	133	138	3	0
2015-02-01	110	147	3	0
2015-03-01	153	214	3	0
2015-04-01	177	160	5	0
2015-05-01	164	256	10	1
2015-06-01	187	286	1	22
2015-07-01	158	185	1	0
2015-08-01	123	138	1	0
2015-09-01	175	191	0	0
2015-10-01	173	194	3	0
2015-11-01	212	301	2	0
2015-12-01	141	201	0	0
2016-01-01	106	182	2	0
2016-02-01	106	125	3	0
2016-03-01	129	94	0	1
2016-04-01	141	72	1	0
