date	html	pdf	abstract	epdf
2011-12-01	1	0	0	0
2012-01-01	26	9	0	0
2012-02-01	56	7	1	0
2012-03-01	56	14	0	0
2012-04-01	48	19	0	0
2012-05-01	42	19	1	0
2012-06-01	41	10	0	0
2012-07-01	38	10	1	0
2012-08-01	31	11	1	0
2012-09-01	31	10	1	0
2012-10-01	35	7	1	0
2012-11-01	31	10	0	0
2012-12-01	29	5	3	0
2013-01-01	37	12	1	0
2013-02-01	35	12	1	0
2013-03-01	77	12	3	0
2013-04-01	92	10	3	0
2013-05-01	114	12	0	0
2013-06-01	47	14	3	0
2013-07-01	31	21	1	0
2013-08-01	46	10	2	0
2013-09-01	49	18	0	0
2013-10-01	56	16	0	0
2013-11-01	53	10	1	0
2013-12-01	39	11	1	0
2014-01-01	25	10	2	0
2014-02-01	35	11	0	0
2014-03-01	56	27	1	0
2014-04-01	43	20	1	0
2014-05-01	50	46	0	0
2014-06-01	65	21	2	0
2014-07-01	58	32	10	0
2014-08-01	47	19	2	0
2014-09-01	70	23	1	0
2014-10-01	34	30	1	0
2014-11-01	65	23	1	0
2014-12-01	114	28	2	0
2015-01-01	53	19	0	0
2015-02-01	36	19	2	0
2015-03-01	63	26	3	0
2015-04-01	65	44	5	0
2015-05-01	74	34	9	0
2015-06-01	65	40	2	2
2015-07-01	49	34	0	0
2015-08-01	40	26	0	0
2015-09-01	26	28	0	0
2015-10-01	35	26	1	0
2015-11-01	42	37	1	0
2015-12-01	34	23	1	0
2016-01-01	35	24	1	0
2016-02-01	30	17	3	0
2016-03-01	22	12	0	0
2016-04-01	22	16	1	0
