date	html	pdf	abstract	epdf
2011-12-01	0	0	1	0
2012-01-01	126	4	10	0
2012-02-01	286	16	7	0
2012-03-01	452	26	8	0
2012-04-01	384	40	6	0
2012-05-01	487	29	4	0
2012-06-01	290	5	6	0
2012-07-01	136	5	10	0
2012-08-01	258	7	6	0
2012-09-01	299	10	7	0
2012-10-01	260	4	6	0
2012-11-01	233	12	10	0
2012-12-01	123	3	15	0
2013-01-01	130	4	13	0
2013-02-01	81	9	8	0
2013-03-01	170	8	15	0
2013-04-01	170	5	10	0
2013-05-01	210	14	8	0
2013-06-01	95	12	10	0
2013-07-01	62	5	11	0
2013-08-01	64	10	13	0
2013-09-01	73	6	3	0
2013-10-01	81	8	0	0
2013-11-01	139	12	3	0
2013-12-01	54	3	0	0
2014-01-01	42	6	3	0
2014-02-01	105	21	53	0
2014-03-01	124	15	72	0
2014-04-01	86	27	55	0
2014-05-01	108	28	63	0
2014-06-01	67	26	50	0
2014-07-01	82	15	40	0
2014-08-01	76	28	61	0
2014-09-01	77	19	33	0
2014-10-01	77	21	54	0
2014-11-01	72	19	55	0
2014-12-01	39	13	27	0
2015-01-01	41	16	24	0
2015-02-01	42	4	2	0
2015-03-01	47	7	5	0
2015-04-01	67	6	4	0
2015-05-01	67	3	7	0
2015-06-01	51	5	2	1
2015-07-01	29	2	1	0
2015-08-01	28	2	1	0
2015-09-01	24	2	0	0
2015-10-01	27	1	3	0
2015-11-01	44	3	3	0
2015-12-01	29	1	3	0
2016-01-01	16	5	2	0
2016-02-01	22	3	4	0
2016-03-01	28	4	1	0
2016-04-01	23	10	1	0
