date	html	pdf	abstract	epdf
2012-11-01	10	7	5	0
2012-12-01	16	9	7	0
2013-01-01	14	7	11	0
2013-02-01	16	8	9	0
2013-03-01	25	13	1	0
2013-04-01	26	3	0	0
2013-05-01	44	6	0	0
2013-06-01	27	4	4	0
2013-07-01	16	5	2	0
2013-08-01	30	1	2	0
2013-09-01	23	3	0	0
2013-10-01	27	6	0	0
2013-11-01	18	8	1	0
2013-12-01	13	6	1	0
2014-01-01	17	3	2	0
2014-02-01	27	8	3	0
2014-03-01	47	10	1	0
2014-04-01	22	5	2	0
2014-05-01	35	5	1	0
2014-06-01	27	2588	2	0
2014-07-01	31	2987	12	0
2014-08-01	40	2913	1	0
2014-09-01	26	2014	2	0
2014-10-01	37	2601	3	0
2014-11-01	23	2615	0	0
2014-12-01	26	2605	5	0
2015-01-01	32	2543	4	0
2015-02-01	21	2065	0	0
2015-03-01	30	1877	1	0
2015-04-01	26	1749	2	0
2015-05-01	30	1926	7	2
2015-06-01	22	1671	1	0
2015-07-01	15	2743	0	0
2015-08-01	14	1080	0	0
2015-09-01	15	4	1	0
2015-10-01	39	2	3	0
2015-11-01	25	6	3	0
2015-12-01	38	7	0	1
2016-01-01	20	7	2	0
2016-02-01	12	5	1	0
2016-03-01	33	8	2	0
2016-04-01	33	13	1	0
