date	html	pdf	abstract	epdf
2012-12-01	6	11	5	0
2013-01-01	14	13	10	0
2013-02-01	10	11	5	0
2013-03-01	24	17	4	0
2013-04-01	16	12	5	0
2013-05-01	26	9	0	0
2013-06-01	10	12	5	0
2013-07-01	8	8	1	0
2013-08-01	16	5	1	0
2013-09-01	17	12	0	0
2013-10-01	14	7	2	0
2013-11-01	11	4	2	0
2013-12-01	11	11	1	0
2014-01-01	15	1	2	0
2014-02-01	17	11	1	0
2014-03-01	17	8	1	0
2014-04-01	6	3	2	0
2014-05-01	11	11	1	0
2014-06-01	13	7	1	0
2014-07-01	16	3	4	0
2014-08-01	15	7	1	0
2014-09-01	14	4	1	0
2014-10-01	14	3	1	0
2014-11-01	12	6	2	0
2014-12-01	17	8	3	0
2015-01-01	33	8	4	0
2015-02-01	16	5	2	0
2015-03-01	13	3	2	0
2015-04-01	20	11	2	0
2015-05-01	19	13	7	0
2015-06-01	15	6	2	1
2015-07-01	9	2	0	0
2015-08-01	18	10	0	0
2015-09-01	11	1	0	0
2015-10-01	18	3	1	0
2015-11-01	19	8	2	0
2015-12-01	21	4	0	0
2016-01-01	20	12	1	0
2016-02-01	9	12	3	0
2016-03-01	12	8	0	0
2016-04-01	17	11	0	0
