date	html	pdf	abstract	epdf
2013-04-01	18	3	9	0
2013-05-01	44	16	4	0
2013-06-01	11	10	6	0
2013-07-01	13	10	2	0
2013-08-01	14	3	3	0
2013-09-01	19	8	0	0
2013-10-01	10	9	3	0
2013-11-01	14	1	2	0
2013-12-01	9	7	1	0
2014-01-01	23	2	2	0
2014-02-01	5	7	1	0
2014-03-01	30	5	0	0
2014-04-01	10	1	1	0
2014-05-01	11	4	2	0
2014-06-01	14	3	3	0
2014-07-01	21	7	16	0
2014-08-01	11	5	3	0
2014-09-01	13	5	1	0
2014-10-01	10	13	1	0
2014-11-01	6	30	4	0
2014-12-01	9	23	3	0
2015-01-01	36	12	3	0
2015-02-01	8	22	2	0
2015-03-01	10	7	2	0
2015-04-01	6	1	1	0
2015-05-01	12	3	5	1
2015-06-01	12	6	3	0
2015-07-01	13	5	1	0
2015-08-01	10	4	0	0
2015-09-01	13	4	0	0
2015-10-01	14	0	3	0
2015-11-01	22	7	2	0
2015-12-01	20	1	1	0
2016-01-01	9	2	2	0
2016-02-01	11	2	0	0
2016-03-01	18	5	0	0
2016-04-01	11	9	2	0
