date	html	pdf	abstract	epdf
2013-02-01	11	10	2	0
2013-03-01	49	41	5	0
2013-04-01	45	10	14	0
2013-05-01	24	4	1	0
2013-06-01	11	6	1	0
2013-07-01	12	12	2	0
2013-08-01	15	9	3	0
2013-09-01	22	8	1	0
2013-10-01	21	5	4	0
2013-11-01	17	13	3	0
2013-12-01	21	16	1	0
2014-01-01	14	13	2	0
2014-02-01	17	14	2	0
2014-03-01	22	13	0	0
2014-04-01	18	2	2	0
2014-05-01	17	7	4	0
2014-06-01	22	7	2	0
2014-07-01	35	8	14	0
2014-08-01	22	7	1	0
2014-09-01	28	8	1	0
2014-10-01	30	19	1	0
2014-11-01	19	22	3	0
2014-12-01	20	12	6	0
2015-01-01	41	11	4	0
2015-02-01	31	13	2	0
2015-03-01	16	3	3	0
2015-04-01	15	2	9	0
2015-05-01	20	1	9	0
2015-06-01	19	4	3	1
2015-07-01	28	3	0	0
2015-08-01	28	2	1	0
2015-09-01	19	5	3	0
2015-10-01	23	2	2	0
2015-11-01	22	8	3	0
2015-12-01	24	2	1	0
2016-01-01	33	15	1	0
2016-02-01	21	14	2	0
2016-03-01	22	13	1	0
2016-04-01	22	15	0	0
