date	html	pdf	abstract	epdf
2013-10-01	25	8	7	0
2013-11-01	70	37	7	0
2013-12-01	47	18	2	0
2014-01-01	48	27	5	0
2014-02-01	34	25	2	0
2014-03-01	50	28	2	0
2014-04-01	43	18	5	0
2014-05-01	56	24	1	0
2014-06-01	33	9	4	0
2014-07-01	51	20	8	0
2014-08-01	62	20	2	0
2014-09-01	71	21	4	0
2014-10-01	75	23	3	0
2014-11-01	72	15	6	0
2014-12-01	49	4	1	0
2015-01-01	65	7	1	0
2015-02-01	47	10	5	0
2015-03-01	74	19	9	0
2015-04-01	69	18	9	0
2015-05-01	76	21	10	0
2015-06-01	82	15	8	3
2015-07-01	66	12	1	0
2015-08-01	44	14	2	0
2015-09-01	50	19	4	0
2015-10-01	59	18	1	0
2015-11-01	54	27	4	0
2015-12-01	45	12	1	0
2016-01-01	51	21	6	0
2016-02-01	66	23	11	0
2016-03-01	38	21	2	0
2016-04-01	55	21	4	0
