date	html	pdf	abstract	epdf
2011-12-01	1	0	0	0
2012-01-01	12	0	0	0
2012-02-01	14	0	1	0
2012-03-01	21	4	0	0
2012-04-01	28	12	0	0
2012-05-01	24	5	1	0
2012-06-01	20	3	0	0
2012-07-01	7	1	1	0
2012-08-01	14	4	0	0
2012-09-01	27	1	1	0
2012-10-01	43	0	0	0
2012-11-01	24	1	1	0
2012-12-01	13	0	1	0
2013-01-01	15	5	1	0
2013-02-01	17	1	1	0
2013-03-01	44	2	1	0
2013-04-01	95	2	0	0
2013-05-01	73	0	0	0
2013-06-01	24	2	2	0
2013-07-01	14	0	1	0
2013-08-01	19	3	3	0
2013-09-01	36	2	0	0
2013-10-01	34	3	0	0
2013-11-01	28	4	1	0
2013-12-01	22	2	1	0
2014-01-01	13	2	2	0
2014-02-01	12	1	0	0
2014-03-01	39	3	2	0
2014-04-01	26	2	1	0
2014-05-01	22	7	1	0
2014-06-01	17	10	1	0
2014-07-01	26	7	13	0
2014-08-01	15	17	1	0
2014-09-01	29	28	1	0
2014-10-01	39	31	1	0
2014-11-01	40	13	0	0
2014-12-01	35	10	4	0
2015-01-01	44	5	2	0
2015-02-01	26	11	2	0
2015-03-01	26	12	3	0
2015-04-01	14	59	5	0
2015-05-01	8	179	7	0
2015-06-01	21	17	3	1
2015-07-01	9	8	0	0
2015-08-01	11	5	0	0
2015-09-01	13	9	1	0
2015-10-01	34	16	3	0
2015-11-01	23	12	3	0
2015-12-01	18	7	4	0
2016-01-01	19	11	1	0
2016-02-01	30	12	0	0
2016-03-01	16	9	0	0
2016-04-01	47	23	0	0
